UDP - Reading
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18809,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,298,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,297,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,297,-26828
-484.4272766113281,-9.344204902648926,360.86541748046875,18810,297,-26828
-484.4147644042969,-9.344382286071777,360.84686279296875,18815,321,-26824
-484.4147644042969,-9.344382286071777,360.84686279296875,18815,321,-26824
-484.4147644042969,-9.344382286071777,360.84686279296875,18815,321,-26824
-484.3497619628906,-9.343271255493164,360.7530212402344,18825,321,-26817
-484.3497619628906,-9.343271255493164,360.7530212402344,18825,321,-26817
-484.3497619628906,-9.343271255493164,360.7530212402344,18825,321,-26817
-484.1777648925781,-9.3405179977417,360.50604248046875,18844,324,-26804
-484.1777648925781,-9.3405179977417,360.50604248046875,18844,324,-26804
-484.1777648925781,-9.3405179977417,360.50604248046875,18844,324,-26804
-484.054931640625,-9.337983131408691,360.3300476074219,18855,326,-26796
-484.054931640625,-9.337983131408691,360.3300476074219,18855,326,-26796
-484.054931640625,-9.337983131408691,360.3300476074219,18855,326,-26796
-483.73583984375,-9.332788467407227,359.873779296875,18882,323,-26777
-483.73583984375,-9.332788467407227,359.873779296875,18882,323,-26777
-483.73583984375,-9.332788467407227,359.873779296875,18882,323,-26777
-483.43060302734375,-9.327463150024414,359.4385986328125,18905,318,-26761
-483.43060302734375,-9.327463150024414,359.4385986328125,18905,318,-26761
-483.43060302734375,-9.327463150024414,359.4385986328125,18905,318,-26761
-483.0682373046875,-9.321091651916504,358.9231262207031,18930,318,-26743
-483.0682373046875,-9.321091651916504,358.9231262207031,18930,318,-26743
-483.0682373046875,-9.321091651916504,358.9231262207031,18930,318,-26743
-482.6488342285156,-9.314669609069824,358.3279113769531,18957,314,-26723
-482.6488342285156,-9.314669609069824,358.3279113769531,18957,314,-26723
-482.6488342285156,-9.314669609069824,358.3279113769531,18957,314,-26723
-482.16998291015625,-9.305950164794922,357.650146484375,18986,309,-26703
-482.16998291015625,-9.305950164794922,357.650146484375,18986,309,-26703
-482.16998291015625,-9.305950164794922,357.650146484375,18986,309,-26703
-481.6324462890625,-9.297569274902344,356.8911437988281,19016,315,-26682
-481.6324462890625,-9.297569274902344,356.8911437988281,19016,315,-26682
-481.6324462890625,-9.297569274902344,356.8911437988281,19016,315,-26682
-481.0341491699219,-9.287812232971191,356.04986572265625,19038,301,-26666
-481.0341491699219,-9.287812232971191,356.04986572265625,19038,301,-26666
-481.0341491699219,-9.287812232971191,356.04986572265625,19038,301,-26666
-480.38482666015625,-9.275961875915527,355.14068603515625,19039,302,-26666
-480.38482666015625,-9.275961875915527,355.14068603515625,19039,302,-26666
-480.38482666015625,-9.275961875915527,355.14068603515625,19039,302,-26666
-479.6748046875,-9.265100479125977,354.1463317871094,19039,308,-26666
-479.6748046875,-9.265100479125977,354.1463317871094,19039,308,-26666
-479.6748046875,-9.265100479125977,354.1463317871094,19039,308,-26666
-478.9053649902344,-9.252592086791992,353.06915283203125,19039,327,-26665
-478.9053649902344,-9.252592086791992,353.06915283203125,19039,327,-26665
-478.9053649902344,-9.252592086791992,353.06915283203125,19039,327,-26665
-478.0749816894531,-9.236809730529785,351.90643310546875,19039,340,-26666
-478.0749816894531,-9.236809730529785,351.90643310546875,19039,340,-26666
-478.0749816894531,-9.236809730529785,351.90643310546875,19039,340,-26666
-476.8756103515625,-9.216778755187988,350.22698974609375,19038,332,-26666
-476.8756103515625,-9.216778755187988,350.22698974609375,19038,332,-26666
-476.8756103515625,-9.216778755187988,350.22698974609375,19038,332,-26666
-475.9030456542969,-9.199661254882812,348.8650207519531,19038,346,-26665
-475.9030456542969,-9.199661254882812,348.8650207519531,19038,346,-26665
-475.9030456542969,-9.199661254882812,348.8650207519531,19038,346,-26665
-474.5009765625,-9.17387866973877,346.9016418457031,19039,366,-26665
-474.5009765625,-9.17387866973877,346.9016418457031,19039,366,-26665
-474.5009765625,-9.17387866973877,346.9016418457031,19039,366,-26665
-473.7586975097656,-9.162280082702637,345.862060546875,19039,338,-26665
-473.7586975097656,-9.162280082702637,345.862060546875,19039,338,-26665
-473.7586975097656,-9.162280082702637,345.862060546875,19039,338,-26665
-472.59033203125,-9.140289306640625,344.225830078125,19039,317,-26665
-472.59033203125,-9.140289306640625,344.225830078125,19039,317,-26665
-472.59033203125,-9.140289306640625,344.225830078125,19039,317,-26665
-471.3539123535156,-9.121224403381348,342.494384765625,19040,362,-26664
-471.3539123535156,-9.121224403381348,342.494384765625,19040,362,-26664
-471.3539123535156,-9.121224403381348,342.494384765625,19040,362,-26664
-470.04248046875,-9.09561824798584,340.6579284667969,19040,408,-26664
-470.04248046875,-9.09561824798584,340.6579284667969,19040,408,-26664
-470.04248046875,-9.09561824798584,340.6579284667969,19040,408,-26664
-468.6605529785156,-9.0656156539917,338.72271728515625,19040,471,-26662
-468.6605529785156,-9.0656156539917,338.72271728515625,19040,471,-26662
-468.6605529785156,-9.0656156539917,338.72271728515625,19040,471,-26662
-467.2164306640625,-9.03194522857666,336.70037841796875,19041,494,-26661
-467.2164306640625,-9.03194522857666,336.70037841796875,19041,494,-26661
-467.2164306640625,-9.03194522857666,336.70037841796875,19041,494,-26661
-465.7112121582031,-8.996692657470703,334.5863037109375,19005,467,-26687
-465.7112121582031,-8.996692657470703,334.5863037109375,19005,467,-26687
-465.7112121582031,-8.996692657470703,334.5863037109375,19005,467,-26687
-464.14764404296875,-8.959084510803223,332.3839111328125,18955,468,-26723
-464.14764404296875,-8.959084510803223,332.3839111328125,18955,468,-26723
-464.14764404296875,-8.959084510803223,332.3839111328125,18955,468,-26723
-462.5111083984375,-8.922102928161621,330.0764465332031,18943,439,-26732
-462.5111083984375,-8.922102928161621,330.0764465332031,18943,439,-26732
-462.5111083984375,-8.922102928161621,330.0764465332031,18943,439,-26732
-460.8121032714844,-8.881275177001953,327.6789245605469,18943,458,-26732
-460.8121032714844,-8.881275177001953,327.6789245605469,18943,458,-26732
-460.8121032714844,-8.881275177001953,327.6789245605469,18943,458,-26732
-459.05682373046875,-8.841287612915039,325.20147705078125,18942,458,-26732
-459.05682373046875,-8.841287612915039,325.20147705078125,18942,458,-26732
-459.05682373046875,-8.841287612915039,325.20147705078125,18942,458,-26732
-456.6383056640625,-8.783767700195312,321.7883605957031,18942,469,-26733
-456.6383056640625,-8.783767700195312,321.7883605957031,18942,469,-26733
-456.6383056640625,-8.783767700195312,321.7883605957031,18942,469,-26733
-454.75537109375,-8.737621307373047,319.130859375,18941,475,-26733
-454.75537109375,-8.737621307373047,319.130859375,18941,475,-26733
-454.75537109375,-8.737621307373047,319.130859375,18941,475,-26733
-452.80621337890625,-8.693533897399902,316.3795471191406,18940,487,-26733
-452.80621337890625,-8.693533897399902,316.3795471191406,18940,487,-26733
-452.80621337890625,-8.693533897399902,316.3795471191406,18940,487,-26733
-450.78302001953125,-8.645720481872559,313.5235595703125,18940,494,-26733
-450.78302001953125,-8.645720481872559,313.5235595703125,18940,494,-26733
-450.78302001953125,-8.645720481872559,313.5235595703125,18940,494,-26733
-448.7055358886719,-8.59377384185791,310.5914306640625,18940,527,-26733
-448.7055358886719,-8.59377384185791,310.5914306640625,18940,527,-26733
-448.7055358886719,-8.59377384185791,310.5914306640625,18940,527,-26733
-446.5628356933594,-8.546483039855957,307.5672607421875,18941,371,-26734
-446.5628356933594,-8.546483039855957,307.5672607421875,18941,371,-26734
-446.5628356933594,-8.546483039855957,307.5672607421875,18941,371,-26734
-444.35504150390625,-8.4998197555542,304.45123291015625,18941,435,-26734
-444.35504150390625,-8.4998197555542,304.45123291015625,18941,435,-26734
-444.35504150390625,-8.4998197555542,304.45123291015625,18941,435,-26734
-442.0598449707031,-8.450544357299805,301.2115478515625,18941,453,-26733
-442.0598449707031,-8.450544357299805,301.2115478515625,18941,453,-26733
-442.0598449707031,-8.450544357299805,301.2115478515625,18941,453,-26733
-438.8710632324219,-8.384313583374023,296.7109680175781,18941,405,-26734
-438.8710632324219,-8.384313583374023,296.7109680175781,18941,405,-26734
-438.8710632324219,-8.384313583374023,296.7109680175781,18941,405,-26734
-436.4013671875,-8.334635734558105,293.2254638671875,18941,450,-26733
-436.4013671875,-8.334635734558105,293.2254638671875,18941,450,-26733
-436.4013671875,-8.334635734558105,293.2254638671875,18941,450,-26733
-433.8555603027344,-8.277006149291992,289.6324157714844,18942,512,-26732
